Facility Id|Facility Name|City|State|Zip Code|Address|Latitude|Longitude|Total reported direct emissions|CO2 emissions (non-biogenic) |Methane (CH4) emissions |Nitrous Oxide (N2O) emissions |Stationary Combustion|Electricity Generation||||||||||||||||||||||||||||||||||||||
1004184|MANCHESTER LANDFILL|MANCHESTER|CT|06040|1 LANDFILL WAY|41.7738|-72.5647|88507.898|465.6|88042|0.298|466.148|||||||||||||||||||||||||||||||||||||||
1007028|MANISTEE COUNTY LANDFILL|MANISTEE|MI|49660|3890 CAMP ROAD|44.19139|-86.26451|7006.598|117.3|6889|0.298|117.848|||||||||||||||||||||||||||||||||||||||
1007610|MAPLEWOOD RECYCLING AND WASTE DISPOSAL|JETERSVILLE|VA|23083|20221 MAPLEWOOD ROAD|37.312186|-78.06143|94185.548|521|93664.25|0.298|521.298|||||||||||||||||||||||||||||||||||||||
1002307|MARATHON COUNTY LANDFILL|RINGLE|WI|54471|R18500 E. Hwy 29|44.9187|-89.4412|34790.8|36.3|34754.5||36.3|||||||||||||||||||||||||||||||||||||||
1004098|MARCAL MANUFACTURING, LLC.|ELMWOOD PARK|NJ|07407|1 MARKET ST|40.90233|-74.13179|39926.9|39885.8|18.75|22.35|39926.9|||||||||||||||||||||||||||||||||||||||
1006881|MARION COUNTY BASELINE LANDFILL SOLID WASTE TRANSFER STATION|OCALA|FL|34480|5601 SOUTHEAST 66TH STREET|29.120833|-82.05804|112705.75||112705.75|||||||||||||||||||||||||||||||||||||||||
1004097|MARTIN MARIETTA MAGNESIA SPECIALTIES, LLC|WOODVILLE|OH|43469|755 LIME ROAD|41.462857|-83.36746|1248975.962|1246041.9|1051|1883.062|505630.562|||||||||||||||||||||||||||||||||||||||
1005855|MARTIN MARIETTA MAGNESIA SPECIALTIES, LLC|MANISTEE|MI|49660|1800 EAST LAKE ROAD|44.22714|-86.28836|94327.844|94230.3|44.5|53.044|94327.844|||||||||||||||||||||||||||||||||||||||
1007792|MARTIN MARIETTA NORTH TEXAS CEMENT, LLC|MIDLOTHIAN|TX|76065|245 WARD ROAD|32.462679|-97.025572|1497426.17|1491125.3|2444.75|3856.12||||||||||||||||||||||||||||||||||||||||
1007661|MARTIN OPERATING PTNR LP|SMACKOVER|AR|71762|484 EAST 6TH STREET|33.364143|-92.716924|54069.302|53037.6|994.75|36.952|25448.156|||||||||||||||||||||||||||||||||||||||
1001804|MARTINEZ REFINING COMPANY LLC|MARTINEZ|CA|94553|3485 PACHECO BLVD|38.016594|-122.115392|2571283.526|2562144.6|4233.25|4905.676|1925520.122|||||||||||||||||||||||||||||||||||||||
1003587|MARTONE LANDFILL & GAS GENERATING FACILITY|BARRE|MA|01005|99 BARRE DEPOT RD|42.3874|-72.07949|1503.25||1503.25|||||||||||||||||||||||||||||||||||||||||
1001809|MARYSVILLE ETHANOL LLC|MARYSVILLE|MI|48040|2512 BUSHA HIGWAY|42.88335|-82.491547|84091.684|84005.1|39.5|47.084|84091.684|||||||||||||||||||||||||||||||||||||||
1006452|MASSPORT LOGAN AIRPORT|EAST BOSTON|MA|02128|ONE HARBORSIDE DRIVE|42.36353|-71.02524|19188.674|19168.1|9.25|11.324|19188.674|||||||||||||||||||||||||||||||||||||||
1007435|MASSPOWER|INDIAN ORCHARD|MA|01151|750 WORCESTER ST|42.156|-72.5292|108926.948|108816.8|50.25|59.898|199|108727.948||||||||||||||||||||||||||||||||||||||
1013125|MATALCO (U.S.), INC.|LORDSTOWN|OH|44481|5120 TOD AVENUE SW|41.185878|-80.857487|46066.276|46018.6|21.75|25.926|46066.276|||||||||||||||||||||||||||||||||||||||
1001437|MAUI ELECTRIC CO (MECO) - KAHULUI GENERATING STATION|KAHULUI|HI|96732|200 HOBRON LANE|20.89618|-156.46367|180927.768|180318.1|180.25|429.418|180927.768|||||||||||||||||||||||||||||||||||||||
1001438|MAUI ELECTRIC CO (MECO) - MAALAEA GENERATING STATION|KIHEI|HI|96753|1000 NORTH KIHEI ROAD|20.801363|-156.49269|464964.728|463373.7|470.25|1120.778|464964.728|||||||||||||||||||||||||||||||||||||||
1007188|MAUI ELECTRIC CO (MECO) - PALAAU GENERATING STATION|KAUNAKAKAI|HI|96748|32A ULILI STREET|21.106214|-157.06422|23724.416|23643.2|24|57.216|23724.416|||||||||||||||||||||||||||||||||||||||
1006685|MAYO MEDICAL CENTER - ROCHESTER|ROCHESTER|MN|55905|200 1st St. SW|44.022115|-92.46632|74196.306|74117|35.5|43.806|74196.306|||||||||||||||||||||||||||||||||||||||
1002283|MCCAIN FOODS POTATO FACILITY|EASTON|ME|04740|319 RICHARDSON ROAD|46.660278|-67.902222|23945.512|22660.3|1249.75|35.462|22716.012|||||||||||||||||||||||||||||||||||||||
1002284|MCCAIN FOODS USA INC|PLOVER|WI|54467|HWY 54 AND 110TH ST.|44.454601|-89.540802|41061.804|40618.1|414.5|29.204|40669.304|||||||||||||||||||||||||||||||||||||||
1002287|MCCAIN FOODS USA INC|OTHELLO|WA|99344|100 LEE STREET|46.836659|-119.174622|75786.162|55798.3|19937.5|50.362|55882.912|||||||||||||||||||||||||||||||||||||||
1002285|MCCAIN FOODS USA INC|BURLEY|ID|83318|218 WEST HIGHWAY 30|42.532497|-113.836752|76449.696|73924.6|2450|75.096|74048.696|||||||||||||||||||||||||||||||||||||||
1006899|MCCARTY ROAD LANDFILL TX|HOUSTON|TX|77078|5757 OATES RD|29.82204|-95.24071|210028.25||210028.25|||||||||||||||||||||||||||||||||||||||||
1007580|MCGILL ROAD C & D LANDFILL|JACKSON|MI|49201|3895 MCGILL RD|42.294814|-84.358853|6787.6|674.1|6113.5||674.1|||||||||||||||||||||||||||||||||||||||
1004572|MCKAY BAY FACILITY|TAMPA|FL|33605|107 NORTH 34TH ST|27.94934|-82.42098|118227.77|112028.9|2417.25|3781.62|118227.77|||||||||||||||||||||||||||||||||||||||
1005530|MCKEAN CNTY LDFL|KANE|PA|16735|19 NESS LN|41.665943|-78.637962|6679.05|152.3|6526.75||152.3|||||||||||||||||||||||||||||||||||||||
1006291|MCKINNEY LANDFILL|MCKINNEY|TX|75069|500 OLD MILL RD|33.15934|-96.58633|52492.25||52492.25|||||||||||||||||||||||||||||||||||||||||
1002541|MCKITTRICK LIMITED|BAKERSFIELD|CA|93308|34759 LENCIONI AVE|35.44735|-119.08652|5870.928|5864.9|2.75|3.278||5870.928||||||||||||||||||||||||||||||||||||||
1003269|MEADOW BRANCH LANDFILL|ATHENS|TN|37303|233 COUNTY ROAD 166|35.482017|-84.679106|113205.45||113198|7.45|10.7|||||||||||||||||||||||||||||||||||||||
1007667|MEADOWFILL LANDFILL|BRIDGEPORT|WV|26330|1488 Dawson Drive|39.33861|-80.25694|124051.47|2075|121972|4.47|2081.47|||||||||||||||||||||||||||||||||||||||
1000580|MEDICAL AREA TOTAL ENERGY PLANT|BOSTON|MA|02215|474 BROOKLINE AVE|42.336667|-71.108333|271862.096|271575.8|129.25|157.046|271862.096|||||||||||||||||||||||||||||||||||||||
1001921|MEDICAL CENTER COMPANY|CLEVELAND|OH|44106|2250 CIRCLE DR|41.50329|-81.6039|82220.84|82135.9|38.75|46.19|82220.84|||||||||||||||||||||||||||||||||||||||
1003240|MEDORA SANITARY LANDFILL|MEDORA|IN|47260|546 COUNTY ROAD 870 WEST|38.86662|-86.19976|74903.2|45.2|74858||45.2|||||||||||||||||||||||||||||||||||||||
1013816|MEGlobal Oyster Creek|Freeport|TX|77541|4057 E. Hwy 332|28.980228|-95.333659|197291.28|197203.6|40|47.68|84793.08|||||||||||||||||||||||||||||||||||||||
1006466|MEMPHIS CELLULOSE LLC|MEMPHIS|TN|38112|1001 TILLMAN ST.|35.159551|-89.959858|35576.916|35540.2|16.75|19.966|35576.916|||||||||||||||||||||||||||||||||||||||
1007755|MENOMINEE LANDFILL|MENOMINEE|MI|49858|W6111 ELMWOOD RD|45.17373|-87.62938|58655.5|350|58305.5||350|||||||||||||||||||||||||||||||||||||||
1001168|MEPI Gt Facility|JOPPA|IL|62953|2200 PORTLAND ROAD|37.2175|-88.8658|0|0|||0|0||||||||||||||||||||||||||||||||||||||
1007059|MERAUX REFINERY|MERAUX|LA|70075|2500 EAST SAINT BERNARD HIGHWAY|29.930517|-89.940643|655088.122|648746|4244.5|2097.622|625465.088|||||||||||||||||||||||||||||||||||||||
1004249|MERCEDES-BENZ US INTERNATIONAL INC|VANCE|AL|35490|1 MERCEDES DRIVE|33.18936|-87.26062|44972.78|44926.2|21.25|25.33|44972.78|||||||||||||||||||||||||||||||||||||||
1000425|MERCER COUNTY LANDFILL|PRINCETON|WV|24740|749 FRONTAGE ROAD|37.330936|-81.128991|36270||36270|||||||||||||||||||||||||||||||||||||||||
1003261|MERCK SHARP & DOHME LLC - RAHWAY|RAHWAY|NJ|07065|126 EAST LINCOLN AVENUE|40.612743|-74.260921|83730.666|83640.9|40|49.766|83730.666|||||||||||||||||||||||||||||||||||||||
1003595|MERCK SHARP & DOHME LLC - Stonewall Plant|ELKTON|VA|22827|2778 SOUTH EASTSIDE HIGHWAY|38.382253|-78.645033|41649.192|41605.9|19.75|23.542|41649.192|||||||||||||||||||||||||||||||||||||||
1003063|MERCURY MARINE FOND DU LAC COMPLEX|FOND DU LAC|WI|54936|W6250 PIONEER RD|43.759661|-88.468509|38316.21|38267.9|20|28.31|38316.21|||||||||||||||||||||||||||||||||||||||
1006977|MESA COUNTY LANDFILL|GRAND JUNCTION|CO|81503|3071 COLO HWY 50|39.020833|-108.488333|100572.3|20.8|100551.5||20.8|||||||||||||||||||||||||||||||||||||||
1007893|MESQUITE CREEK LANDFILL|NEW BRAUNFELS|TX|78130|1000 KOHLENBERG RD|29.740436|-98.026688|55709.796||55664.5|45.296|64.546|||||||||||||||||||||||||||||||||||||||
1009891|MC 194 A|Offshore|LA|00000|28.791111, -89.056389|28.791111|-89.056389|31644.254|12314.9|19322.5|6.854|12302.504|||||||||||||||||||||||||||||||||||||||
1011942|MC 254 A-Delta House|Offshore|LA|00000||28.75448|-88.26732|94554.75|88017.8|6380.5|156.45|64335.506|||||||||||||||||||||||||||||||||||||||
1009922|MC 365 A (Corral)|Offshore|LA|00000||28.600964|-89.31131|80378.998|26825.3|53538.5|15.198|21554.618|||||||||||||||||||||||||||||||||||||||
1013229|MC 437|Offshore|LA|00000||28.5735|-87.9342|264354.286|261203.5|2880.5|270.286|242003.468|||||||||||||||||||||||||||||||||||||||
1002139|MC 736 A-Thunder Hawk (Complex ID # 2045)|Offshore|LA|00000||28.2672|-88.3989|96979.75|93976.7|2936|67.05|91339.796|||||||||||||||||||||||||||||||||||||||
1010221|MC 773 A (Devils Tower)|Offshore|LA|00000||28.20876|-88.73474|109457.49|73004.8|36406.5|46.19|58684.148|||||||||||||||||||||||||||||||||||||||
1002679|MC 807 A|Offshore|LA|00000||28.169524|-89.222876|162544.972|154775.1|7609.25|160.622|142836.896|||||||||||||||||||||||||||||||||||||||
1011639|MC 807 B|Offshore|LA|00000||28.159885|-89.239127|127200.816|120911.2|6180.25|109.366|113422.482|||||||||||||||||||||||||||||||||||||||
1002569|MC 809 A|Offshore|LA|00000||28.15402604|-89.10355357|166732.004|160060.3|6530.75|140.954|150727.386|||||||||||||||||||||||||||||||||||||||
1005410|MGS Platform A|Offshore|AK|00000||60.795833|-151.495556|9675.478|5725.7|3946.5|3.278|5731.728|||||||||||||||||||||||||||||||||||||||
1005045|MBI NGLP Mont Belvieu Plant|Mont Belvieu|TX|77580|9900 FM1942|29.848405|-94.890932|226024.3|225715.9|181.75|126.65|224953.152|||||||||||||||||||||||||||||||||||||||
1002255|MCFS-CONWAY FRACTIONATOR|MCPHERSON|KS|67460|1407 5TH AVENUE|38.3775|-97.833056|132050.206|131745.6|231|73.606|130829.308|||||||||||||||||||||||||||||||||||||||
1006131|MEWBOURN GAS PLANT|GILCREST|CO|80623|18455 WELD COUNTY RD 35|40.266583|-104.734944|280376.514|278158.7|2093.25|124.564|219049.276|||||||||||||||||||||||||||||||||||||||
1005446|MIDSTREAM ENERGY PARTNERS NORTH COLES LEVEE GAS PLANT|TUPMAN|CA|93276|9224 TUPMAN ROAD|35.280555|-119.311943|30804.692|30181.1|607.5|16.092|30209.192|||||||||||||||||||||||||||||||||||||||
1002030|MOBILE BAY NGL RECOVERY PLANT|CODEN|AL|36523|5300B HIGHWAY 188|30.38948|-88.17295|40442.302|39451|969.25|22.052|38422.656|||||||||||||||||||||||||||||||||||||||
1003332|MAYPEARL CMP STN|MAYPEARL|TX|76064|2 MI SW OF MAYPEARL ON FM 916 BETWEEN GAS PLANT RD AND BRINKLEY RD|32.29306|-97.03917|40522.1|122.6|40399.5||76|||||||||||||||||||||||||||||||||||||||
1006921|MCKNIGHT CMP STN|HENDERSON|TX|75652||32.0097|-94.9228|42493.036|30511.3|11964.75|16.986|30528.736|||||||||||||||||||||||||||||||||||||||
1002931|MEP Atlanta Station 2, TX|Atlanta|TX|75551|1034 County Road 4223|33.056563|-94.186809|72189.158|64224.6|7928.5|36.058|64281.808|||||||||||||||||||||||||||||||||||||||
1002409|MEP Station 3 Perryville, LA|Farmerville|LA|71241|545 Mashaw Dr.|32.73211|-92.24888|65214.966|62065.1|3115|34.866|62125.616|||||||||||||||||||||||||||||||||||||||
1002849|MEP Station 4 Vicksburg, MS|EDWARDS|MS|39066|4585 SMITH STATION ROAD|32.277957|-90.667235|62283.624|59902.2|2347.75|33.674|59961.424|||||||||||||||||||||||||||||||||||||||
1011615|MINISINK COMPRESSOR STATION|Westtown|NY|10998|107 Jacobs Road|41.33926|-74.522522|58003.982|57790.5|181|32.482|57850.232|||||||||||||||||||||||||||||||||||||||
1007715|MESSER LLC CORTEZ PLANT|CORTEZ|CO|81321|14207 RD G|37.343787|-108.760096|778.284|774.9|1|2.384|778.284|||||||||||||||||||||||||||||||||||||||
1007727|METRO METHANE RECOVERY FACILITY|MITCHELLVILLE|IA|50169|12161 12TH AVE NE|41.5989|-93.3548|47347.786|1975.9|45191|180.886|2234.036|||||||||||||||||||||||||||||||||||||||
1005105|METROPOLITAN AIRPORTS COMMISSION|MINNEAPOLIS|MN|55450|6040 28TH AVENUE SOUTH|44.893089|-93.232433|29139.688|29109.5|13.5|16.688|29139.688|||||||||||||||||||||||||||||||||||||||
1001644|METTIKI COAL, LLC|OAKLAND|MD|21550|293 TABLE ROCK ROAD|39.26178|-79.42836|31064.538|30827|86.75|150.788|31064.538|||||||||||||||||||||||||||||||||||||||
1002469|MEXIA LANDFILL|MEXIA|TX|76667|3048 LCR 460|31.61294|-96.503316|6004.25||6004.25|||||||||||||||||||||||||||||||||||||||||
1006675|MEXICHEM FLUOR INC.|SAINT GABRIEL|LA|70776|4990B ICI ROAD|30.235778|-91.096005|54724.068|31915.6|15|17.88|31948.48|||||||||||||||||||||||||||||||||||||||
1006611|MGM RESORTS INTERNATIONAL|LAS VEGAS|NV|89158|4882 Frank Sinatra Dr|36.189225|-115.188545|113633.872|113516.6|53.5|63.772|113633.872|||||||||||||||||||||||||||||||||||||||
1002865|MGPI Processing, Inc.|ATCHISON|KS|66002|1300 MAIN STREET|39.561|-95.1333|157534.508|157172.8|273.5|88.208|157335.008|||||||||||||||||||||||||||||||||||||||
1004530|MGPI of Indiana, LLC|LAWRENCEBURG|IN|47025|7 RIDGE AVE|39.098667|-84.860861|69844.188|69772.4|32.75|39.038|69844.188|||||||||||||||||||||||||||||||||||||||
1005305|MIAMI UNIVERSITY (1409090081)|OXFORD|OH|45056|101 South Fisher Drive|39.471718|-84.752448|24828.956|24803.2|11.75|14.006|24828.956|||||||||||||||||||||||||||||||||||||||
1004503|MICHELIN NORTH AMERICA ARDMORE PLANT|ARDMORE|OK|73401|1101 Michelin RD.|34.18369|-97.16853|25782.452|25755.6|12.25|14.602|25782.452|||||||||||||||||||||||||||||||||||||||
1001250|MICHIGAN STATE UNIVERSITY|EAST LANSING|MI|48824|354 Service Rd.|42.7178|-84.4836|334551.354|334198.5|159.75|193.104|334551.354|||||||||||||||||||||||||||||||||||||||
1006312|MICHIGAN SUGAR CO - CARO FACTORY|CARO|MI|48723|819 PENINSULAR ST|43.4807|-83.3963|79982.948|79880.8|42.25|59.898|58554.348|||||||||||||||||||||||||||||||||||||||
1004477|MICHIGAN SUGAR CO - CROSWELL FACTORY|CROSWELL|MI|48422|159 S. HOWARD ST.|43.266053|-82.619552|87370.568|87307|29|34.568|62342.468|||||||||||||||||||||||||||||||||||||||
1005758|MICHIGAN SUGAR COMPANY - Bay City|BAY CITY|MI|48706|2600 S. EUCLID AVE.|43.57486|-83.91588|187446.59|187179.9|108.75|157.94|139894.69|||||||||||||||||||||||||||||||||||||||
1006343|MICHIGAN SUGAR COMPANY - SEBEWAING FACTORY|SEBEWAING|MI|48759|763 N BECK ST|43.739932|-83.446352|135816.786|135401.5|33.25|382.036|101798.786|||||||||||||||||||||||||||||||||||||||
1004883|MICROCHIP TECHNOLOGY INC|GRESHAM|OR|97030|21015 SOUTHEAST STARK STREET|45.52065|-122.44749|149822.1327|11619.3|5.5|13085.776|11631.356|||||||||||||||||||||||||||||||||||||||
1004325|MICRON TECHNOLOGY, INC.|BOISE|ID|83707|8000 SOUTH FEDERAL WAY|43.5268|-116.1449|58326.996|56889.8|26.75|31.886|56948.436|||||||||||||||||||||||||||||||||||||||
1005476|MID AMERICA AGRI PRODUCTS WHEATLAND LLC|MADRID|NE|69150|76080 RD 338|40.85401|-101.54|49621.964|49571|23.25|27.714|49621.964|||||||||||||||||||||||||||||||||||||||
1007847|MID-MISSOURI ENERGY LLC|MALTA BEND|MO|65339|15311 N. SALINE 65 HWY|39.19446|-93.38376|82617.688|82532.2|39|46.488|82617.688|||||||||||||||||||||||||||||||||||||||
1007635|MIDDLE PENINSULA LANDFILL|SALUDA|VA|23149|3714 WASTE MANAGEMENT WAY|37.521681|-76.624614|71123.05|70|70948.75|104.3|218.8|||||||||||||||||||||||||||||||||||||||
1002650|MIDDLE POINT LANDFILL|MURFREESBORO|TN|37130|750 E. JEFFERSON PIKE|35.941993|-86.361929|90153.948|411.4|89742.25|0.298|411.948|||||||||||||||||||||||||||||||||||||||
1004834|MIDDLE TENNESSEE STATE UNIVERSITY|MURFREESBORO|TN|37132|1301 EAST MAIN STREET|35.84342|-86.37075|39311.652|39271.1|18.5|22.052|39311.652|||||||||||||||||||||||||||||||||||||||
1005718|MIDSHORE I REGIONAL SOLID WASTE FACILITY|EASTON|MD|21601|7341 BARKERS LANDING ROAD|38.746093|-76.019939|33144.5||33144.5|||||||||||||||||||||||||||||||||||||||||
1011317|MIDSHORE II REGIONAL SOLID WASTE FACILITY|Ridgely|MD|21660|12236 River Road|38.9439|-75.85352|105344.5||105344.5|||||||||||||||||||||||||||||||||||||||||
1005355|MIDWAY-SUNSET COGENERATION CO.|FELLOWS|CA|93224|3466 CROCKER SPRGS RD|35.22663|-119.62972|36048.364|36011.1|17|20.264|36048.364|||||||||||||||||||||||||||||||||||||||
1002002|MILLERSVILLE LANDFILL|SEVERN|MD|21144|389 BURNS CROSSING ROAD|39.085577|-76.676523|49427.6|60.1|49367.5||60.1|||||||||||||||||||||||||||||||||||||||
1004950|MILLIKEN & CO MAGNOLIA PLT|BLACKSBURG|SC|29702|157 NEW MILLIKEN RD|35.113688|-81.493799|112252.958|112132.6|54.5|65.858|112252.958|||||||||||||||||||||||||||||||||||||||
1007958|MILLIKEN & COMPANY PENDLETON FINISHING PLANT|PENDLETON|SC|29670|200 EXCELSIOR MILL RD.|34.65913|-82.8046|14719.144|14703.8|7|8.344|14719.144|||||||||||||||||||||||||||||||||||||||
1006293|MILLIKEN SANITARY LANDFILL|ONTARIO|CA|91761|2050 SOUTH MILLIKEN AVENUE|34.036198|-117.558433|21459.75||21459.75|||||||||||||||||||||||||||||||||||||||||
1002210|MILWAUKEE REGIONAL MEDICAL CENTER THERMAL|MILWAUKEE|WI|53226|9250 WATERTOWN PLANK RD|43.0462|-88.0278|45703.976|45656.3|21.75|25.926|45703.976|||||||||||||||||||||||||||||||||||||||
1006319|MINN DAK FARMERS COOPERATIVE|WAHPETON|ND|58075|7525 RED RIVER RD|46.323539|-96.61592|467762.148|408946.2|57087.25|1728.698|374111.748|||||||||||||||||||||||||||||||||||||||
1006609|MINNESOTA SOYBEAN PROCESSORS - BREWSTER|BREWSTER|MN|56119|121 ZEH AVE|43.705647|-95.456507|52885.25|52830.7|24.75|29.8|52885.25|||||||||||||||||||||||||||||||||||||||
1004480|MISSISSIPPI COUNTY LANDFILL|BLYTHEVILLE|AR|72315|1695 E COUNTY RD. 506|35.777917|-89.972417|92909.2|10.7|92898.5||10.7|||||||||||||||||||||||||||||||||||||||
1003479|MISSISSIPPI LIME CO - CALERA PLANT|CALERA|AL|35040|8035 HIGHWAY 25 WEST|33.093663|-86.794982|436801.634|435458.2|491.75|851.684|171912.234|||||||||||||||||||||||||||||||||||||||
1004517|MISSISSIPPI LIME CO - VERONA PLANT|VERONA|KY|41092|525 HANCE RD|38.827901|-84.758804|307749.64|306866.4|323|560.24|119962.94|||||||||||||||||||||||||||||||||||||||
1004386|MISSISSIPPI LIME COMPANY|STE. GENEVIEVE|MO|63670|16147 US HWY 61|37.9742|-90.0678|2591481.306|2584686.1|2452.75|4342.456|622936.266|||||||||||||||||||||||||||||||||||||||
1001289|MIT Central Utility Plant|CAMBRIDGE|MA|02139|59 VASSAR ST|42.3611|-71.0934|168493.854|168318.1|79.5|96.254|168493.854|||||||||||||||||||||||||||||||||||||||
1004315|MITSUBISHI CHEMICAL AMERICA, INC. - POLYESTER FILM DIVISION|GREER|SC|29652|2001 HOOD ROAD|34.92566|-82.26203|33432.914|33396.4|16.25|20.264|33432.914|||||||||||||||||||||||||||||||||||||||
1002393|MITSUBISHI POLYCRYSTALLINE SILICON AMERICAN CORPORATION|THEODORE|AL|36582|7800 MITSUBISHI LANE|30.52339|-88.14111|35467.216|35430.5|16.75|19.966|35467.216|||||||||||||||||||||||||||||||||||||||
1001403|MJMEUC GENERATING STATION 1|LADDONIA|MO|63352|809 North Pine Street|39.2499|-91.6444|61645.768|61582.2|29|34.568|61645.768|||||||||||||||||||||||||||||||||||||||
1003426|MMSD-JONES ISLAND WASTEWATER TREATMENT PLANT|MILWAUKEE|WI|53207|700 E JONES ST|43.01932|-87.8978|73586.428|73416.1|62.75|107.578|73586.428|||||||||||||||||||||||||||||||||||||||
1001770|MOCCASIN MIKE SANITARY LANDFILL|SUPERIOR|WI|54880|15 MOCCASIN MIKE ROAD|46.67142|-92.00087|65540.75|39|65501.75||39|||||||||||||||||||||||||||||||||||||||
1003100|MODERN LANDFILL|YORK|PA|17406|4400 MT PISGAH RD|39.960561|-76.5925|79096.25|19|79077.25||19|||||||||||||||||||||||||||||||||||||||
1003732|MODERN LANDFILL, INC|MODEL CITY|NY|14107|1445 PLETCHER ROAD|43.20882|-78.98108|364350.55|109.3|364241.25||109.3|||||||||||||||||||||||||||||||||||||||
1007652|MOHAWK VALLEY SANITARY LANDFILL|FRANKFORT|NY|13340||43.072769|-75.130331|14469.5||14469.5|||||||||||||||||||||||||||||||||||||||||
1002057|MOLSON COORS BEVERAGE COMPANY USA LLC|ALBANY|GA|31705|405 CORDELE ROAD|31.5933|-84.08805|31453.532|31421.2|14.75|17.582|31453.532|||||||||||||||||||||||||||||||||||||||
1002904|MOLSON COORS USA LLC - TRENTON BREWERY|TRENTON|OH|45067|2525 WAYNE MADISON ROAD|39.45241|-84.4765|29056.24|29026.1|13.75|16.39|29056.24|||||||||||||||||||||||||||||||||||||||
1006273|MOM BRANDS CO - PLANT 2 - NORTHFIELD|NORTHFIELD|MN|55057|701 W 5TH ST|44.45508|-93.16991|39046.604|39006.6|18.25|21.754|39046.604|||||||||||||||||||||||||||||||||||||||
1001701|MONARCH CEMENT COMPANY (THE)|HUMBOLDT|KS|66748|449 1200th Street|37.797162|-95.431386|933015.196|933014.1|0.5|0.596|1219.196|||||||||||||||||||||||||||||||||||||||
1005389|MONARCH CERAMIC TILE INC|FLORENCE|AL|35630|834 RICKWOOD ROAD|34.826431|-87.670351|18279.132|18260.5|8.5|10.132|18279.132|||||||||||||||||||||||||||||||||||||||
1005054|MONMOUTH COUNTY RECLAMATION CENTER|TINTON FALLS|NJ|07753|6000 ASBURY AVE|40.25119|-74.10812|216489.25|192.5|216296.75||192.5|||||||||||||||||||||||||||||||||||||||
1003505|MONROE COUNTY LANDFILL|BLOOMINGTON|IN|47408|7740 N FISH RD|39.2808|-86.4739|18693||18693|||||||||||||||||||||||||||||||||||||||||
1007585|MONROEVILLE LDFL|MONROEVILLE|PA|15146|600 THOMAS STREET EXTENSION|40.4022|-79.79867|29876.2|61.2|29815||61.2|||||||||||||||||||||||||||||||||||||||
1006766|MONTANA WASTE SYSTEMS - HIGHPLAINS SANITARY LANDFILL|FLOWEREE|MT|59440|142 POWERLINE ROAD|47.62676|-111.18909|83945.15|27.4|83917.75||27.4|||||||||||||||||||||||||||||||||||||||
1006957|MONTGOMERY CITY OF|MONTGOMERY|AL|36104|115 DIVISION ST|32.408915|-86.320026|132052.25||132052.25|||||||||||||||||||||||||||||||||||||||||
1000623|MONTGOMERY COUNTY RESOURCE RECOVERY FACILITY|DICKERSON|MD|20842|21204 MARTINSBURG ROAD|39.200734|-77.456357|218272.332|206642|4535.25|7095.082|218272.332|||||||||||||||||||||||||||||||||||||||
1007590|MONTMORENCY-OSCODA-ALPENA WASTE MANAGEME|ATLANTA|MI|49709|6751 LANDFILL RD|45.015608|-84.15131|65664.75|21|65643.75||21|||||||||||||||||||||||||||||||||||||||
1007592|MONTROSE COUNTY LANDFILL|MONTROSE|CO|81401|67999 LANDFILL RD.|38.5228|-107.82113|47207.2|94.2|47113||94.2|||||||||||||||||||||||||||||||||||||||
1004018|MONUMENT CHEMICAL HOUSTON, LLC|HOUSTON|TX|77015|16717 JACINTOPORT BOULEVARD|29.75487|-95.10327|69412.588|69340.8|32.75|39.038|69412.588|||||||||||||||||||||||||||||||||||||||
1000904|MORNING STAR PACKING CO (Williams)|WILLIAMS|CA|95987|2211 OLD HWY 99|39.1264|-122.1251|115000.216|114881.3|54.25|64.666|115000.216|||||||||||||||||||||||||||||||||||||||
1002464|MORRIS FARM LANDFILL|HILLSBORO|AL|35643|4 COUNTY ROAD 418|34.703571|-87.201836|30968.15|7.9|30960.25||7.9|||||||||||||||||||||||||||||||||||||||
1001663|MORTON SALT|MANISTEE|MI|49660|180 SIXTH STREET|44.24073|-86.31005|94389.824|93891.1|25.5|473.224|94389.824|||||||||||||||||||||||||||||||||||||||
1002203|MORTON SALT, INC.|RITTMAN|OH|44270|151 SOUTH INDUSTRIAL STREET|40.976821|-81.775437|79023.852|78942.2|37.25|44.402|79023.852|||||||||||||||||||||||||||||||||||||||
1002333|MORTON SALT, INC.|SILVER SPRINGS|NY|14550|45 RIBAUD AVENUE EAST|42.657389|-78.076111|52151.704|52098|24.5|29.204|52151.704|||||||||||||||||||||||||||||||||||||||
1003453|MOST INC|TROY|MO|63379|50 CHERRY BLOSSOM WAY|38.962791|-90.971733|28805.692|28776.1|13.5|16.092|28805.692|||||||||||||||||||||||||||||||||||||||
1003510|MOST, INC|Jackson|TN|38305|355 James Lawrence Road|35.596221|-88.943062|23487.312|23463.2|11|13.112|23487.312|||||||||||||||||||||||||||||||||||||||
1007458|MOTIVA ENTERPRISES LLC|PORT ARTHUR|TX|77640|2555 SAVANNAH AVE|29.883333|-93.958333|5213959.976|5161638.4|32724.5|19597.076|4270949.262|||||||||||||||||||||||||||||||||||||||
1004084|MOUNT CARBERRY LANDFILL|BERLIN|NH|03570|OFF HUTCHINS ST|44.502699|-71.186431|52002.45|19.2|51983.25||19.2|||||||||||||||||||||||||||||||||||||||
